Aantalcilinders,Aantalzitplaatsen,Brandstofverbruikbuitenweg,Brandstofverbruikgecombineerd,Brandstofverbruikstad,Cilinderinhoud,CO2uitstootgecombineerd,Datumeerstetoelating,Handelsbenaming,Hoofdbrandstof,Inrichting,Massaleegvoertuig,Merk,Milieuclassificatie,Nevenbrandstof,Toegestanemaximummassavoertuig,Vermogen,Zuinigheidslabel
4,7,5.4,6.1,7.2,1197,140,2014-07-10T00:00:00,KANGOO,Benzine,voor rolstoelen toegankelijk voertuig,1345,RENAULT,Niet geregistreerd,Niet geregistreerd,1920,84,B
4,4,5.4,6.1,7.2,1197,140,2014-06-19T00:00:00,KANGOO,Benzine,voor rolstoelen toegankelijk voertuig,1373,RENAULT,Euro 5,Niet geregistreerd,1920,84,C
4,4,4.3,4.7,5.5,1242,111,2014-05-26T00:00:00,FIAT 500,Benzine,hatchback,880,FIAT,Euro 6,Niet geregistreerd,1320,51,C
4,7,5.9,7.2,9.5,1368,169,2014-08-15T00:00:00,FIAT DOBLO,Benzine,MPV,1390,FIAT,Euro 6,Niet geregistreerd,2135,88,E
4,5,4.9,6.3,8.7,1798,148,2014-07-25T00:00:00,CIVIC 5DR,Benzine,hatchback,1211,HONDA,Euro 5,Niet geregistreerd,1790,104,D
4,5,5.1,6.3,8.5,1997,148,2014-08-27T00:00:00,125I,Benzine,stationwagen,1345,BMW,Euro 6,Niet geregistreerd,1935,160,D
6,5,5.9,7.6,10.5,2979,178,2014-09-10T00:00:00,535I XDRIVE,Benzine,sedan,1740,BMW,Euro 6,Niet geregistreerd,2365,225,D
4,4,5.5,7.3,10.4,1598,169,2014-08-26T00:00:00,JOHNCOOPERWORKS CABRIO,Benzine,cabriolet,1240,MINI,Euro 5,Niet geregistreerd,1695,155,G
6,5,6.4,7.8,10.1,2995,179,2014-08-29T00:00:00,A4 AVANT,Benzine,stationwagen,1690,AUDI,Euro 6,Niet geregistreerd,2285,200,E
12,4,8.7,11.3,15.7,6299,264,2014-08-29T00:00:00,A8 L W12,Benzine,sedan,2050,AUDI,Euro 6,Niet geregistreerd,2675,368,G
8,4,9.4,13.1,19.4,4297,299,2014-05-07T00:00:00,CALIFORNIA,Benzine,cabriolet,1775,FERRARI,Euro 5,Niet geregistreerd,2200,360,G
4,4,6.2,7.7,10.4,1984,180,2014-02-18T00:00:00,GOLF,Benzine,cabriolet,1455,VOLKSWAGEN,Euro 5,Niet geregistreerd,1980,155,F
8,5,7.6,9.9,13.9,4395,231,2014-09-19T00:00:00,M5,Benzine,sedan,1845,BMW,Euro 6,Niet geregistreerd,2410,412,G
4,5,5.9,7.5,10.4,1598,175,2014-09-19T00:00:00,MINI,Benzine,stationwagen,1405,MINI,Euro 6,Niet geregistreerd,1940,160,F
4,5,5.2,6.3,8.3,1390,147,2014-04-08T00:00:00,CC,Benzine,sedan,1412,VOLKSWAGEN,Euro 5,Niet geregistreerd,2040,118,B
12,4,10.4,14.9,22.6,5935,355,2014-10-09T00:00:00,RAPIDE,Benzine,hatchback,1965,ASTON-MARTIN,Euro 5,Niet geregistreerd,2410,350,G
3,5,4,4.4,5.2,999,102,2014-07-24T00:00:00,C3,Benzine,hatchback,948,CITROEN,Euro 5,Niet geregistreerd,1500,50,A
4,5,4.7,5.7,7.4,1598,132,2014-11-06T00:00:00,118I,Benzine,stationwagen,1270,BMW,Euro 6,Niet geregistreerd,1825,125,C
4,5,4.5,5.3,6.8,1598,124,2014-11-06T00:00:00,116I,Benzine,stationwagen,1265,BMW,Euro 5,Niet geregistreerd,1820,100,B
8,4,6.9,9.1,12.9,4663,213,2014-02-06T00:00:00,E 500,Benzine,cabriolet,1845,MERCEDES-BENZ,Euro 5,Niet geregistreerd,2350,300,G
3,5,3.8,4.4,5.5,998,103,2014-02-24T00:00:00,PICANTO,Benzine,MPV,820,KIA,Euro 5,Niet geregistreerd,1340,51,B
4,5,4.7,5.9,8,1390,139,2014-04-29T00:00:00,IBIZA,Benzine,MPV,975,SEAT,Euro 5,Niet geregistreerd,1560,63,D
4,5,6.1,7.5,9.9,1997,172,2014-01-21T00:00:00,NISSAN QASHQAI,Benzine,stationwagen,1275,NISSAN,Euro 5,Niet geregistreerd,1960,104,F
4,5,5.9,7.6,10.4,1999,176,2014-11-28T00:00:00,MONDEO,Benzine,stationwagen,1484,FORD,Euro 6,Niet geregistreerd,2320,149,D
4,5,4.9,5.6,6.9,1398,132,2014-12-05T00:00:00,MERIVA,Benzine,MPV,1261,OPEL,Euro 5,Niet geregistreerd,1915,74,B
8,4,7.8,10.1,14,5461,237,2014-08-29T00:00:00,S 63 AMG,Benzine,coupe,1970,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2535,430,G
4,5,4.2,5.2,6.9,1242,120,2014-03-28T00:00:00,FIESTA,Benzine,hatchback,945,FORD,Euro 5,Niet geregistreerd,1525,60,C
4,4,5.7,7.1,9.5,1598,165,2015-01-02T00:00:00,COOPER S ALL4,Benzine,coupe,1380,MINI,Euro 6,Niet geregistreerd,1875,140,E
4,5,5.6,6.5,8,1798,150,2015-01-03T00:00:00,LEON X-PERIENCE,Benzine,stationwagen,1386,SEAT,Euro 6,Niet geregistreerd,2010,132,C
4,5,5.3,6,7.2,1396,140,2014-02-26T00:00:00,IX20,Benzine,MPV,1153,HYUNDAI,Euro 5,Niet geregistreerd,1710,66,D
4,5,6.1,7.8,10.7,1796,183,2014-03-21T00:00:00,ALFA ROMEO 159 SPORTWAGON,Benzine,stationwagen,1410,ALFA ROMEO,Euro 4,Niet geregistreerd,1985,103,E
4,5,4.7,5.9,8,1390,139,2014-02-06T00:00:00,IBIZA ST,Benzine,stationwagen,1030,SEAT,Euro 5,Niet geregistreerd,1605,63,D
8,5,9.6,11.8,15.7,5461,276,2015-01-23T00:00:00,ML63 AMG,Benzine,stationwagen,2245,MERCEDES-AMG,Euro 5,Niet geregistreerd,3050,410,G
6,4,6.5,8,10.7,3498,187,2015-01-13T00:00:00,CLS 400 4MATIC,Benzine,sedan,1735,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2320,245,D
6,5,5.6,7.1,9.6,3498,165,2015-01-02T00:00:00,E 400,Benzine,sedan,1685,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2360,245,C
4,5,6.1,7.7,10.6,1598,179,2015-01-02T00:00:00,MINI,Benzine,stationwagen,1405,MINI,Euro 6,Niet geregistreerd,1940,160,F
3,4,4.1,4.7,5.8,999,109,2015-01-03T00:00:00,UP,Benzine,hatchback,896,VOLKSWAGEN,Euro 5,Niet geregistreerd,1310,55,C
4,5,4.5,5.6,7.5,1595,130,2015-01-09T00:00:00,B 200,Benzine,stationwagen,1295,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1960,115,B
4,2,5.1,6.3,8.5,1796,147,2015-01-02T00:00:00,SLK 200,Benzine,cabriolet,1370,MERCEDES-BENZ,Euro 5,Niet geregistreerd,1785,135,D
8,5,9.5,11.5,15.2,4663,269,2014-12-19T00:00:00,ML 500 4MATIC,Benzine,stationwagen,2135,MERCEDES-BENZ,Euro 5,Niet geregistreerd,2950,300,G
4,7,5.8,7,9,1798,162,2014-12-31T00:00:00,TOYOTA VERSO,Benzine,MPV,1395,TOYOTA,Euro 5,Niet geregistreerd,2125,108,E
4,5,5.2,6.4,8.5,1969,149,2015-01-08T00:00:00,V40 CROSS COUNTRY,Benzine,MPV,1420,VOLVO,Euro 6,Niet geregistreerd,2055,180,D
4,5,4.4,5.5,7.5,1595,128,2015-01-15T00:00:00,A 200,Benzine,stationwagen,1270,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1935,115,B
4,5,5.9,7.2,9.5,1368,169,2014-12-31T00:00:00,FIAT DOBLO,Benzine,voor rolstoelen toegankelijk voertuig,1445,FIAT,Euro 5,Niet geregistreerd,2030,88,E
4,5,5.3,6.2,7.8,1798,146,2015-01-06T00:00:00,A6 AVANT,Benzine,stationwagen,1575,AUDI,Euro 6,Niet geregistreerd,2230,140,B
6,5,7.8,9.5,12.4,3604,223,2015-02-28T00:00:00,CAYENNE S,Benzine,stationwagen,2060,PORSCHE,Euro 6,Niet geregistreerd,2860,309,F
4,5,4.4,5.4,7.2,1242,126,2014-01-29T00:00:00,FIAT PUNTO,Benzine,MPV,990,FIAT,Euro 5,Niet geregistreerd,1575,51,C
4,4,3.7,4.5,5.9,1149,105,2014-05-05T00:00:00,TWINGO,Benzine,hatchback,839,RENAULT,Euro 5,Niet geregistreerd,1360,55,B
3,5,3.8,4.6,5.8,998,105,2014-10-15T00:00:00,FIESTA,Benzine,hatchback,955,FORD,Euro 5,Niet geregistreerd,1530,59,A
4,5,5.9,7.1,9.1,1991,165,2015-01-30T00:00:00,CLA 45 AMG 4MATIC,Benzine,sedan,1485,MERCEDES-AMG,Euro 6,Niet geregistreerd,2075,265,D
8,5,7.8,9.7,13.1,4395,227,2015-02-06T00:00:00,X6 XDRIVE50I,Benzine,sedan,2145,BMW,Euro 6,Niet geregistreerd,2885,330,E
4,5,5.7,6.4,7.6,1798,149,2014-02-26T00:00:00,A4 AVANT,Benzine,stationwagen,1500,AUDI,Euro 5,Niet geregistreerd,2095,88,C
4,5,4.8,6.1,8.4,1396,143,2014-09-08T00:00:00,I 30,Benzine,hatchback,1160,HYUNDAI,Euro 5,Niet geregistreerd,1820,73,C
5,2,5.3,7.7,11.8,2480,178,2015-02-18T00:00:00,D8GTO,Benzine,cabriolet,765,DONKERVOORT(JD),Euro 5,Niet geregistreerd,1000,250,F
4,5,5.7,6.7,8.5,1364,158,2015-02-26T00:00:00,ASTRA SPORTS TOURER,Benzine,stationwagen,1403,OPEL,Euro 6,Niet geregistreerd,2045,103,D
8,4,8.6,11.5,16.5,4297,270,2015-02-26T00:00:00,CALIFORNIA,Benzine,cabriolet,1775,FERRARI,Euro 5,Niet geregistreerd,2200,360,G
3,4,3.9,4.4,5.3,998,102,2014-02-27T00:00:00,TOYOTA AYGO,Benzine,hatchback,780,TOYOTA,Euro 5,Niet geregistreerd,1190,50,B
6,5,5.8,7.3,9.8,2996,170,2015-02-27T00:00:00,C 400 4MATIC,Benzine,sedan,1545,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2210,245,D
4,5,6.1,7.2,9.1,1991,168,2014-05-28T00:00:00,GLK 200,Benzine,stationwagen,1635,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2310,135,D
4,5,5.2,6,7.6,1364,142,2015-02-26T00:00:00,ASTRA GTC,Benzine,hatchback,1337,OPEL,Euro 6,Niet geregistreerd,1950,88,C
6,5,6.9,8.5,11.3,2979,198,2015-03-05T00:00:00,X6 XDRIVE35I,Benzine,sedan,2000,BMW,Euro 6,Niet geregistreerd,2740,240,D
4,5,4.8,5.8,7.4,1364,135,2015-03-06T00:00:00,ASTRA,Benzine,hatchback,1293,OPEL,Euro 6,Niet geregistreerd,1945,88,B
4,5,6.5,7.9,10.4,1998,186,2015-03-05T00:00:00,INSIGNIA LIMOUSINE HB,Benzine,hatchback,1688,OPEL,Euro 6,Niet geregistreerd,2290,184,E
4,5,6,7.3,9.6,1998,169,2015-03-05T00:00:00,MEGANE,Benzine,hatchback,1301,RENAULT,Euro 5,Niet geregistreerd,1854,162,E
4,4,5.1,5.9,7.3,1197,139,2014-01-14T00:00:00,GOLF,Benzine,cabriolet,1316,VOLKSWAGEN,Euro 5,Niet geregistreerd,1850,77,C
4,4,5.3,6.6,8.8,1997,154,2015-03-12T00:00:00,228I,Benzine,cabriolet,1530,BMW,Euro 6,Niet geregistreerd,1975,180,D
4,5,5.3,6.2,7.8,1618,140,2015-03-10T00:00:00,ESPACE,Benzine,hatchback,1584,RENAULT,Euro 6,Niet geregistreerd,2410,147,A
4,5,5.5,6.4,7.8,1798,149,2015-03-14T00:00:00,CIVIC TOURER,Benzine,MPV,1259,HONDA,Euro 6,Niet geregistreerd,1790,104,C
4,4,4.9,5.5,6.6,1395,127,2015-03-21T00:00:00,BEETLE,Benzine,hatchback,1264,VOLKSWAGEN,Euro 6,Niet geregistreerd,1810,110,B
6,5,6.1,7.6,10.1,2996,178,2015-03-13T00:00:00,C 400 4MATIC,Benzine,sedan,1545,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2210,245,E
4,5,4.3,5.4,7.3,1991,125,2015-03-16T00:00:00,CLA 250,Benzine,sedan,1380,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1965,155,B
4,5,4.7,5.7,7.4,1595,132,2015-03-13T00:00:00,B 180,Benzine,stationwagen,1295,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1960,90,B
4,5,5.5,6.6,8.4,1991,154,2015-03-17T00:00:00,B 250 4MATIC,Benzine,stationwagen,1405,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2030,155,D
4,5,4.8,5.7,7.3,1398,134,2014-09-08T00:00:00,CORSA,Benzine,MPV,1063,OPEL,Euro 5,Niet geregistreerd,1640,64,D
6,4,6.9,8.5,11.2,2995,199,2014-05-09T00:00:00,S5 CABRIOLET,Benzine,cabriolet,1855,AUDI,Euro 5,Niet geregistreerd,2380,245,F
8,5,6.7,8.9,12.6,4663,209,2014-03-20T00:00:00,E 500,Benzine,sedan,1825,MERCEDES-BENZ,Euro 5,Niet geregistreerd,2480,300,F
8,5,8.4,11.5,15.8,4806,270,2014-01-22T00:00:00,CAYENNE TURBO S,Benzine,stationwagen,2190,PORSCHE,Euro 5,Niet geregistreerd,2880,405,G
4,5,5.3,6.4,8.4,1368,149,2014-01-31T00:00:00,ALFA GIULIETTA,Benzine,MPV,1255,ALFA ROMEO,Euro 5,Niet geregistreerd,1785,88,D
3,5,4.5,5.4,7.3,1198,128,2014-03-06T00:00:00,IBIZA ST,Benzine,stationwagen,1010,SEAT,Euro 5,Niet geregistreerd,1605,51,C
4,5,5.2,6.2,7.9,1598,145,2015-03-24T00:00:00,INSIGNIA LIMOUSINE NB,Benzine,sedan,1471,OPEL,Euro 6,Niet geregistreerd,2110,125,B
4,5,5.8,7.2,9.8,1598,170,2015-03-24T00:00:00,INSIGNIA SPORTS TOURER SW,Benzine,stationwagen,1601,OPEL,Euro 6,Niet geregistreerd,2270,125,C
4,5,6.2,7.3,9.2,1991,170,2014-08-11T00:00:00,GLK 200,Benzine,stationwagen,1635,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2310,135,D
4,5,5.1,6,7.4,1598,138,2015-03-31T00:00:00,3008,Benzine,MPV,1425,PEUGEOT,Euro 6,Niet geregistreerd,2000,121,C
4,5,5.8,7.1,9.4,1598,164,2015-08-10T00:00:00,PARTNER,Benzine,voor rolstoelen toegankelijk voertuig,1355,PEUGEOT,Euro 5,Niet geregistreerd,2000,88,E
4,5,4.3,5.1,6.6,1242,119,2015-04-28T00:00:00,FIAT PUNTO,Benzine,MPV,1005,FIAT,Euro 6,Niet geregistreerd,1590,51,C
8,5,7.2,9.3,13,4395,218,2015-05-26T00:00:00,550I XDRIVE,Benzine,sedan,1855,BMW,Euro 6,Niet geregistreerd,2480,330,F
3,5,4.2,5,6.3,1499,116,2015-04-03T00:00:00,116I,Benzine,stationwagen,1280,BMW,Euro 6,Niet geregistreerd,1870,80,B
4,7,5.5,6.4,8,1197,149,2014-04-23T00:00:00,TOURAN,Benzine,MPV,1399,VOLKSWAGEN,Euro 5,Niet geregistreerd,2150,77,D
4,5,5.6,6.4,8,1197,149,2014-01-17T00:00:00,CADDY,Benzine,voor rolstoelen toegankelijk voertuig,1473,VOLKSWAGEN,Euro 5,Niet geregistreerd,2265,77,C
4,5,6.7,7.5,8.9,1997,175,2014-01-10T00:00:00,X REIHE,Benzine,stationwagen,1695,BMW,Euro 5,Niet geregistreerd,2310,180,D
3,5,4.2,4.7,5.6,996,109,2014-01-16T00:00:00,AGILA,Benzine,stationwagen,950,OPEL,Euro 5,Niet geregistreerd,1485,50,B
4,5,5.7,6.4,7.8,1197,149,2014-01-02T00:00:00,YETI,Benzine,stationwagen,1270,SKODA,Euro 5,Niet geregistreerd,1915,77,D
4,5,5.8,7.6,10.8,1742,177,2014-01-02T00:00:00,ALFA GIULIETTA,Benzine,MPV,1295,ALFA ROMEO,Euro 5,Niet geregistreerd,1825,173,F
6,4,5.9,7.6,10.5,2979,177,2014-01-03T00:00:00,640I,Benzine,coupe,1660,BMW,Euro 6,Niet geregistreerd,2180,235,C
8,5,7.5,9.6,13.4,3993,225,2014-01-02T00:00:00,S6 LIMOUSINE,Benzine,sedan,1870,AUDI,Euro 5,Niet geregistreerd,2505,309,G
6,4,6.1,7.9,11.1,2979,185,2014-01-09T00:00:00,435I,Benzine,coupe,1485,BMW,Euro 6,Niet geregistreerd,2030,225,E
4,5,5.9,7.4,9.9,1596,171,2014-02-06T00:00:00,V60,Benzine,stationwagen,1451,VOLVO,Euro 5,Niet geregistreerd,2110,110,D
4,5,6,7.4,9.9,1596,173,2014-04-25T00:00:00,V70,Benzine,stationwagen,1503,VOLVO,Euro 5,Niet geregistreerd,2210,132,D
4,5,5.5,6.8,9,1596,157,2014-02-11T00:00:00,V70,Benzine,stationwagen,1487,VOLVO,Euro 5,Niet geregistreerd,2190,132,C
3,5,3.7,4.3,5.3,998,99,2014-01-31T00:00:00,FIESTA,Benzine,hatchback,991,FORD,Euro 5,Niet geregistreerd,1550,74,A
4,5,4.8,5.8,7.4,1598,134,2014-01-08T00:00:00,118I,Benzine,stationwagen,1290,BMW,Euro 6,Niet geregistreerd,1845,125,C
8,4,8.5,11.2,15.9,3999,263,2014-01-09T00:00:00,M3,Benzine,coupe,1575,BMW,Euro 5,Niet geregistreerd,2080,309,G
6,4,6.6,8.2,10.8,2995,190,2014-01-07T00:00:00,A7 SPORTBACK,Benzine,hatchback,1760,AUDI,Euro 5,Niet geregistreerd,2395,228,D
4,5,5.2,6.4,8.4,1598,147,2014-01-02T00:00:00,MAZDA 3,Benzine,sedan,1160,MAZDA,Euro 5,Niet geregistreerd,1745,77,D
4,4,5.5,6.9,9.3,1591,157,2014-01-17T00:00:00,VELOSTER,Benzine,hatchback,1230,HYUNDAI,Euro 5,Niet geregistreerd,1750,137,D
4,4,5,5.7,7,1197,132,2014-04-15T00:00:00,A3 CABRIOLET,Benzine,cabriolet,1335,AUDI,Euro 5,Niet geregistreerd,1860,77,C
6,4,6.7,8.7,12.2,3800,205,2014-01-04T00:00:00,911 CARRERA S,Benzine,coupe,1405,PORSCHE,Euro 5,Niet geregistreerd,1850,316,G
4,4,5.3,6.7,8.9,1997,156,2014-01-10T00:00:00,428I,Benzine,coupe,1425,BMW,Euro 6,Niet geregistreerd,1970,180,C
4,5,5.8,7,9.2,1997,164,2014-01-14T00:00:00,320I XDRIVE,Benzine,sedan,1600,BMW,Euro 6,Niet geregistreerd,2195,135,D
4,5,5.2,5.8,6.9,1396,135,2014-01-09T00:00:00,I 30,Benzine,MPV,1168,HYUNDAI,Euro 5,Niet geregistreerd,1720,80,C
6,5,6.6,8.1,10.7,2995,190,2014-01-14T00:00:00,A5 SPORTBACK,Benzine,hatchback,1690,AUDI,Euro 5,Niet geregistreerd,2265,200,E
4,5,5.8,7,9.2,1987,161,2014-01-14T00:00:00,TOYOTA AVENSIS,Benzine,MPV,1450,TOYOTA,Euro 5,Niet geregistreerd,2000,112,D
8,4,10,14.3,21.5,4244,330,2014-01-07T00:00:00,GRANTURISMO,Benzine,coupe,1855,MASERATI,Euro 5,Niet geregistreerd,2250,298,G
4,5,5.6,7.3,10.1,1997,168,2014-01-10T00:00:00,ACCORD,Benzine,sedan,1428,HONDA,Euro 5,Niet geregistreerd,1960,115,D
4,5,6.7,7.9,9.9,1997,184,2014-01-21T00:00:00,X3 XDRIVE 20I,Benzine,stationwagen,1685,BMW,Euro 6,Niet geregistreerd,2300,135,E
4,5,4.9,6.7,9.8,1598,154,2014-01-23T00:00:00,208,Benzine,hatchback,1125,PEUGEOT,Euro 5,Niet geregistreerd,1632,88,E
8,2,9.4,11.8,15.8,4497,275,2014-02-06T00:00:00,458,Benzine,coupe,1385,FERRARI,Euro 5,Niet geregistreerd,1690,441,G
3,5,4.3,4.9,6,1124,115,2014-03-05T00:00:00,MITSUBISHI COLT,Benzine,stationwagen,945,MITSUBISHI,Euro 5,Niet geregistreerd,1455,55,B
4,5,5.7,7.1,9.4,1997,166,2014-02-12T00:00:00,328I XDRIVE,Benzine,stationwagen,1565,BMW,Euro 6,Niet geregistreerd,2140,180,D
4,5,5.1,6.4,8.7,1997,149,2014-02-14T00:00:00,320I,Benzine,stationwagen,1445,BMW,Euro 6,Niet geregistreerd,2020,135,C
6,4,7.3,9.5,13.6,3800,224,2014-02-28T00:00:00,911 CARRERA S,Benzine,coupe,1385,PORSCHE,Euro 5,Niet geregistreerd,1830,316,G
4,5,5.3,6,7.2,1396,140,2014-02-26T00:00:00,VENGA,Benzine,MPV,1153,KIA,Euro 5,Niet geregistreerd,1710,66,D
4,2,5.6,6.8,8.9,1997,159,2014-03-07T00:00:00,Z4 SDRIVE20I,Benzine,cabriolet,1370,BMW,Euro 6,Niet geregistreerd,1725,135,E
4,7,5.5,6.6,8.4,1598,154,2014-03-13T00:00:00,ZAFIRA TOURER,Benzine,MPV,1564,OPEL,Euro 5,Niet geregistreerd,2295,125,C
4,2,5.3,7,9.9,1999,162,2014-03-20T00:00:00,PLUS 4,Benzine,cabriolet,900,MORGAN,Euro 5,Niet geregistreerd,1400,106,G
6,4,6.5,8.4,11.5,2979,195,2014-03-22T00:00:00,640I XDRIVE,Benzine,cabriolet,1885,BMW,Euro 6,Niet geregistreerd,2400,235,E
4,2,4.4,5.9,8.5,1598,131,2014-03-24T00:00:00,FUN 1600,Benzine,cabriolet,558,SECMA,Euro 5,Niet geregistreerd,807,77,E
4,5,6.4,7.8,10.3,1999,181,2014-03-28T00:00:00,RANGE ROVER EVOQUE,Benzine,stationwagen,1620,JAGUAR LAND ROVER,Euro 5,Niet geregistreerd,2350,177,E
4,5,4.2,5.1,6.6,1206,119,2014-06-30T00:00:00,SPARK,Benzine,hatchback,839,CHEVROLET,Euro 5,Niet geregistreerd,1367,60,D
4,5,6.7,8.4,11.3,2457,194,2014-04-16T00:00:00,LEGACY,Benzine,stationwagen,1508,SUBARU,Euro 5,Niet geregistreerd,2040,123,F
4,5,4.3,5.1,6.6,1368,119,2014-03-31T00:00:00,ALFA GIULIETTA,Benzine,MPV,1280,ALFA ROMEO,Euro 6,Niet geregistreerd,1810,125,B
3,5,4.3,4.9,6,1199,114,2014-04-10T00:00:00,2008,Benzine,stationwagen,1110,PEUGEOT,Euro 5,Niet geregistreerd,1582,60,B
6,5,6.1,7.8,10.6,2979,181,2014-04-14T00:00:00,6ER REIHE,Benzine,sedan,1725,BMW,Euro 5,Niet geregistreerd,2360,235,C
8,5,7.1,9.2,12.9,4395,215,2014-05-14T00:00:00,6ER REIHE,Benzine,sedan,1915,BMW,Euro 5,Niet geregistreerd,2550,330,E
4,5,6,6.8,8.2,1591,158,2014-02-13T00:00:00,SLS,Benzine,MPV,1280,KIA,Euro 5,Niet geregistreerd,1830,99,D
6,5,5.7,7.6,11,2979,178,2014-05-02T00:00:00,335I XDRIVE,Benzine,sedan,1565,BMW,Euro 6,Niet geregistreerd,2140,225,E
3,5,4.1,4.8,6.46,1199,110,2014-04-30T00:00:00,308,Benzine,hatchback,1050,PEUGEOT,Euro 6,Niet geregistreerd,1750,96,A
4,5,4.8,5.7,7.3,1595,133,2014-04-29T00:00:00,A 200,Benzine,MPV,1295,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1920,115,C
4,5,4.4,5.5,7.5,1595,129,2014-05-07T00:00:00,A 200,Benzine,stationwagen,1270,MERCEDES-BENZ,Euro 6,Niet geregistreerd,1935,115,B
4,4,5.7,6.8,8.8,1997,159,2014-05-16T00:00:00,428I,Benzine,cabriolet,1655,BMW,Euro 6,Niet geregistreerd,2140,180,D
6,4,6.9,8.5,11.2,2995,199,2014-05-28T00:00:00,A5 CABRIOLET,Benzine,cabriolet,1825,AUDI,Euro 5,Niet geregistreerd,2350,200,F
6,4,7.1,9.5,13.8,3800,224,2014-05-23T00:00:00,911 CARRERA S,Benzine,coupe,1370,PORSCHE,Euro 5,Niet geregistreerd,1830,294,G
4,5,5.6,6.4,8,1197,149,2014-06-25T00:00:00,CADDY,Benzine,stationwagen,1474,VOLKSWAGEN,Euro 5,Niet geregistreerd,2265,77,C
4,4,5.3,6.7,8.9,1997,156,2014-05-27T00:00:00,4ER REIHE,Benzine,coupe,1425,BMW,Euro 6,Niet geregistreerd,1970,180,C
4,5,6,7.7,10.7,1999,179,2014-06-12T00:00:00,MONDEO,Benzine,sedan,1469,FORD,Euro 5,Niet geregistreerd,2200,149,D
4,5,5.5,6.6,8.7,1984,154,2014-06-05T00:00:00,LEON SC,Benzine,stationwagen,1275,SEAT,Niet geregistreerd,Niet geregistreerd,1870,206,D
4,4,5.4,6.5,8.4,1368,151,2014-05-30T00:00:00,500 ABARTH,Benzine,hatchback,1045,FIAT,Euro 5,Niet geregistreerd,1460,132,F
4,4,5.2,6.1,7.8,1197,142,2014-04-29T00:00:00,BEETLE,Benzine,cabriolet,1288,VOLKSWAGEN,Euro 5,Niet geregistreerd,1760,77,C
4,5,5.1,6.4,8.6,1596,149,2014-06-26T00:00:00,S60,Benzine,sedan,1380,VOLVO,Euro 5,Niet geregistreerd,2020,132,C
4,5,5.9,7.1,9.1,1991,165,2014-07-01T00:00:00,A 45 AMG 4MATIC,Benzine,stationwagen,1455,MERCEDES-AMG,Euro 6,Niet geregistreerd,2050,265,E
3,4,3.6,4.1,5,998,95,2014-07-21T00:00:00,PEUGEOT 108,Benzine,hatchback,830,PEUGEOT,Euro 5,Niet geregistreerd,1240,51,A
4,4,4.5,5.6,7.4,1991,130,2014-07-17T00:00:00,E 200,Benzine,coupe,1515,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2085,135,B
4,5,5,6,7.5,1991,139,2014-07-25T00:00:00,E 200,Benzine,stationwagen,1635,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2330,135,B
4,5,6.5,8.1,10.8,1999,188,2014-07-28T00:00:00,IX35,Benzine,MPV,1425,HYUNDAI,Euro 5,Niet geregistreerd,2030,122,F
6,4,6.7,8.7,12.2,3800,205,2014-08-08T00:00:00,911 CARRERA S,Benzine,coupe,1390,PORSCHE,Euro 5,Niet geregistreerd,1850,316,G
4,5,4.8,5.9,7.8,1984,138,2014-08-04T00:00:00,A5 SPORTBACK,Benzine,hatchback,1475,AUDI,Euro 6,Niet geregistreerd,2050,165,B
4,5,6,7.3,9.7,1598,168,2014-04-03T00:00:00,DOKKER,Benzine,stationwagen,1065,DACIA,Euro 5,Niet geregistreerd,1768,61,F
8,2,8.5,11.7,17.5,3799,275,2014-08-22T00:00:00,MCLAREN 650S COUPE,Benzine,coupe,1414,MC LAREN,Euro 5,Niet geregistreerd,1690,478,G
4,5,5.1,6.1,7.9,1364,144,2014-08-27T00:00:00,MERIVA,Benzine,MPV,1293,OPEL,Euro 6,Niet geregistreerd,1980,103,C
4,5,6.1,7.5,9.9,1991,175,2014-08-28T00:00:00,GLA 45 AMG 4MATIC,Benzine,stationwagen,1485,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2105,265,E
4,5,5.2,6.1,7.7,1991,142,2014-01-17T00:00:00,E 200,Benzine,stationwagen,1635,MERCEDES-BENZ,Euro 6,Niet geregistreerd,2000,135,B
2,5,3.8,4.2,5,875,99,2014-09-25T00:00:00,YPSILON,Benzine,MPV,950,LANCIA,Euro 6,Niet geregistreerd,1510,63,A
4,5,4.6,5.5,7.1,1598,129,2014-09-26T00:00:00,114I,Benzine,stationwagen,1260,BMW,Euro 5,Niet geregistreerd,1815,75,C
